experiment,run,seed,split,corruption,task,model,auc,closure_auc,closure_delta_vs_best_nonclosure,best_nonclosure,steps,n,dim,hidden,iters,params,rel_mode,directed,use_memory,memory_slots,memory_beta,memory_strength
per_graph,lesmis,0,lesmis,OOD,path2,deep_big,0.595256063526711,0.5617629152586238,-0.06537872823961433,cn,120,32,48,64,5,51587,raw,0,1,16,2.0,0.2
per_graph,lesmis,0,lesmis,OOD,comm,deep_big,0.5790927209588077,0.5964367884423225,0.011769737272884773,pair,120,32,48,64,5,51587,raw,0,1,16,2.0,0.2
per_graph,lesmis,0,lesmis,OOD,edge,gcn,0.7646844439297967,0.7777572881517497,-0.0164446575521916,deep_big,120,32,48,64,5,29507,raw,0,1,16,2.0,0.2
per_graph,lesmis,0,lesmis,OOD,path2,gcn,0.6182984247572472,0.5617629152586238,-0.06537872823961433,cn,120,32,48,64,5,29507,raw,0,1,16,2.0,0.2
per_graph,lesmis,0,lesmis,OOD,comm,gcn,0.5477816691613758,0.5964367884423225,0.011769737272884773,pair,120,32,48,64,5,29507,raw,0,1,16,2.0,0.2
per_graph,lesmis,0,lesmis,OOD,edge,closure,0.7777572881517497,0.7777572881517497,-0.0164446575521916,deep_big,120,32,48,64,5,73331,raw,0,1,16,2.0,0.2
per_graph,lesmis,0,lesmis,OOD,path2,closure,0.5617629152586238,0.5617629152586238,-0.06537872823961433,cn,120,32,48,64,5,73331,raw,0,1,16,2.0,0.2
per_graph,lesmis,0,lesmis,OOD,comm,closure,0.5964367884423225,0.5964367884423225,0.011769737272884773,pair,120,32,48,64,5,73331,raw,0,1,16,2.0,0.2
per_graph,lesmis,0,lesmis,OOD,edge,closure_no_tri,0.7570639557206906,0.7777572881517497,-0.0164446575521916,deep_big,120,32,48,64,5,67187,raw,0,1,16,2.0,0.2
per_graph,lesmis,0,lesmis,OOD,path2,closure_no_tri,0.4801333696225444,0.5617629152586238,-0.06537872823961433,cn,120,32,48,64,5,67187,raw,0,1,16,2.0,0.2
per_graph,lesmis,0,lesmis,OOD,comm,closure_no_tri,0.5722114581716471,0.5964367884423225,0.011769737272884773,pair,120,32,48,64,5,67187,raw,0,1,16,2.0,0.2
per_graph,lesmis,0,lesmis,OOD,edge,closure_no_mem,0.712376451992584,0.7777572881517497,-0.0164446575521916,deep_big,120,32,48,64,5,60275,raw,0,1,16,2.0,0.2
per_graph,lesmis,0,lesmis,OOD,path2,closure_no_mem,0.613217175017725,0.5617629152586238,-0.06537872823961433,cn,120,32,48,64,5,60275,raw,0,1,16,2.0,0.2
per_graph,lesmis,0,lesmis,OOD,comm,closure_no_mem,0.6125406114268516,0.5964367884423225,0.011769737272884773,pair,120,32,48,64,5,60275,raw,0,1,16,2.0,0.2
per_graph,lesmis,0,lesmis,OOD,edge,closure_i1,0.7902258526114816,0.7777572881517497,-0.0164446575521916,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,lesmis,0,lesmis,OOD,path2,closure_i1,0.4936496872067375,0.5617629152586238,-0.06537872823961433,cn,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,lesmis,0,lesmis,OOD,comm,closure_i1,0.5766859198685483,0.5964367884423225,0.011769737272884773,pair,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,lesmis,0,lesmis,OOD,edge,closure_i2,0.773902302061714,0.7777572881517497,-0.0164446575521916,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,lesmis,0,lesmis,OOD,path2,closure_i2,0.4907870195038336,0.5617629152586238,-0.06537872823961433,cn,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,lesmis,0,lesmis,OOD,comm,closure_i2,0.5770441740570416,0.5964367884423225,0.011769737272884773,pair,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,lesmis,0,lesmis,OOD,edge,closure_i3,0.7852142268546686,0.7777572881517497,-0.0164446575521916,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,lesmis,0,lesmis,OOD,path2,closure_i3,0.4653702465010869,0.5617629152586238,-0.06537872823961433,cn,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,lesmis,0,lesmis,OOD,comm,closure_i3,0.5886190079791038,0.5964367884423225,0.011769737272884773,pair,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,lesmis,0,lesmis,OOD,edge,closure_i5,0.7777572881517497,0.7777572881517497,-0.0164446575521916,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,lesmis,0,lesmis,OOD,path2,closure_i5,0.5617629152586238,0.5617629152586238,-0.06537872823961433,cn,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,lesmis,0,lesmis,OOD,comm,closure_i5,0.5964367884423225,0.5964367884423225,0.011769737272884773,pair,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,edge,raw,0.8533318014705882,0.8624372055951287,-0.00023044361787671885,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,path2,raw,0.7327339647411854,0.6113093062083881,-0.13209097562476546,spectral,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,comm,raw,0.5813633221174804,0.6960778207288374,0.0031156398570318933,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,edge,cn,0.4992311724494486,0.8624372055951287,-0.00023044361787671885,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,path2,cn,0.7416359399908571,0.6113093062083881,-0.13209097562476546,spectral,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,comm,cn,0.5553699017818221,0.6960778207288374,0.0031156398570318933,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,edge,jaccard,0.47932969037224266,0.8624372055951287,-0.00023044361787671885,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,path2,jaccard,0.7433868660036103,0.6113093062083881,-0.13209097562476546,spectral,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,comm,jaccard,0.5603960165274902,0.6960778207288374,0.0031156398570318933,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,edge,spectral,0.49710205078125,0.8624372055951287,-0.00023044361787671885,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,path2,spectral,0.7434002818331535,0.6113093062083881,-0.13209097562476546,spectral,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,comm,spectral,0.5813633221174804,0.6960778207288374,0.0031156398570318933,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,edge,pair,0.8533318014705882,0.8624372055951287,-0.00023044361787671885,deep_big,120,32,48,64,5,4483,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,path2,pair,0.5043809780570143,0.6113093062083881,-0.13209097562476546,spectral,120,32,48,64,5,4483,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,comm,pair,0.6461182704882302,0.6960778207288374,0.0031156398570318933,deep_big,120,32,48,64,5,4483,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,edge,deep,0.8600276094324448,0.8624372055951287,-0.00023044361787671885,deep_big,120,32,48,64,5,9347,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,path2,deep,0.577741252329684,0.6113093062083881,-0.13209097562476546,spectral,120,32,48,64,5,9347,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,comm,deep,0.677861952844036,0.6960778207288374,0.0031156398570318933,deep_big,120,32,48,64,5,9347,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,edge,deep_big,0.8626676492130054,0.8624372055951287,-0.00023044361787671885,deep_big,120,32,48,64,5,51587,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,path2,deep_big,0.4141582995541365,0.6113093062083881,-0.13209097562476546,spectral,120,32,48,64,5,51587,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,comm,deep_big,0.6929621808718055,0.6960778207288374,0.0031156398570318933,deep_big,120,32,48,64,5,51587,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,edge,gcn,0.8455481495576747,0.8624372055951287,-0.00023044361787671885,deep_big,120,32,48,64,5,29507,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,path2,gcn,0.5757799542048597,0.6113093062083881,-0.13209097562476546,spectral,120,32,48,64,5,29507,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,comm,gcn,0.6833023031379415,0.6960778207288374,0.0031156398570318933,deep_big,120,32,48,64,5,29507,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,edge,closure,0.8624372055951287,0.8624372055951287,-0.00023044361787671885,deep_big,120,32,48,64,5,73331,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,path2,closure,0.6113093062083881,0.6113093062083881,-0.13209097562476546,spectral,120,32,48,64,5,73331,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,comm,closure,0.6960778207288374,0.6960778207288374,0.0031156398570318933,deep_big,120,32,48,64,5,73331,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,edge,closure_no_tri,0.862744176528033,0.8624372055951287,-0.00023044361787671885,deep_big,120,32,48,64,5,67187,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,path2,closure_no_tri,0.6276117941533723,0.6113093062083881,-0.13209097562476546,spectral,120,32,48,64,5,67187,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,comm,closure_no_tri,0.6931955591948424,0.6960778207288374,0.0031156398570318933,deep_big,120,32,48,64,5,67187,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,edge,closure_no_mem,0.8611143224379596,0.8624372055951287,-0.00023044361787671885,deep_big,120,32,48,64,5,60275,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,path2,closure_no_mem,0.6577965063165205,0.6113093062083881,-0.13209097562476546,spectral,120,32,48,64,5,60275,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,comm,closure_no_mem,0.7053112638651441,0.6960778207288374,0.0031156398570318933,deep_big,120,32,48,64,5,60275,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,edge,closure_i1,0.8633432724896599,0.8624372055951287,-0.00023044361787671885,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,path2,closure_i1,0.6061667737796266,0.6113093062083881,-0.13209097562476546,spectral,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,comm,closure_i1,0.6976553161142177,0.6960778207288374,0.0031156398570318933,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,edge,closure_i2,0.8624657126034007,0.8624372055951287,-0.00023044361787671885,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,path2,closure_i2,0.6105054667902815,0.6113093062083881,-0.13209097562476546,spectral,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,comm,closure_i2,0.6984252131494524,0.6960778207288374,0.0031156398570318933,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,edge,closure_i3,0.862596471449908,0.8624372055951287,-0.00023044361787671885,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,path2,closure_i3,0.6113511219296524,0.6113093062083881,-0.13209097562476546,spectral,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,comm,closure_i3,0.6981086897247235,0.6960778207288374,0.0031156398570318933,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,edge,closure_i5,0.8624372055951287,0.8624372055951287,-0.00023044361787671885,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,path2,closure_i5,0.6113093062083881,0.6113093062083881,-0.13209097562476546,spectral,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,IN,comm,closure_i5,0.6960778207288374,0.6960778207288374,0.0031156398570318933,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,edge,raw,0.7056066176470588,0.7230312751321232,-0.00012228573069861248,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,path2,raw,0.5708546277194297,0.5461566464308949,-0.03425417282665377,jaccard,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,comm,raw,0.5137299302358054,0.6131705140277626,0.0010710286387382029,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,edge,cn,0.4793458467371324,0.7230312751321232,-0.00012228573069861248,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,path2,cn,0.5779164365065875,0.5461566464308949,-0.03425417282665377,jaccard,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,comm,cn,0.5103047777490192,0.6131705140277626,0.0010710286387382029,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,edge,jaccard,0.46411276424632353,0.7230312751321232,-0.00012228573069861248,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,path2,jaccard,0.5804108192575487,0.5461566464308949,-0.03425417282665377,jaccard,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,comm,jaccard,0.5105369454793756,0.6131705140277626,0.0010710286387382029,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,edge,spectral,0.469432373046875,0.7230312751321232,-0.00012228573069861248,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,path2,spectral,0.5799155324719852,0.5461566464308949,-0.03425417282665377,jaccard,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,comm,spectral,0.5137299302358054,0.6131705140277626,0.0010710286387382029,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,edge,pair,0.7056066176470588,0.7230312751321232,-0.00012228573069861248,deep_big,120,32,48,64,5,4483,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,path2,pair,0.5140601556639159,0.5461566464308949,-0.03425417282665377,jaccard,120,32,48,64,5,4483,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,comm,pair,0.5871975806451613,0.6131705140277626,0.0010710286387382029,deep_big,120,32,48,64,5,4483,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,edge,deep,0.7172433292164522,0.7230312751321232,-0.00012228573069861248,deep_big,120,32,48,64,5,9347,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,path2,deep,0.5133995748693033,0.5461566464308949,-0.03425417282665377,jaccard,120,32,48,64,5,9347,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,comm,deep,0.6039655929871404,0.6131705140277626,0.0010710286387382029,deep_big,120,32,48,64,5,9347,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,edge,deep_big,0.7231535608628218,0.7230312751321232,-0.00012228573069861248,deep_big,120,32,48,64,5,51587,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,path2,deep_big,0.49379180198492,0.5461566464308949,-0.03425417282665377,jaccard,120,32,48,64,5,51587,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,comm,deep_big,0.6120994853890244,0.6131705140277626,0.0010710286387382029,deep_big,120,32,48,64,5,51587,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,edge,gcn,0.7135752778894761,0.7230312751321232,-0.00012228573069861248,deep_big,120,32,48,64,5,29507,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,path2,gcn,0.5093139053195916,0.5461566464308949,-0.03425417282665377,jaccard,120,32,48,64,5,29507,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,comm,gcn,0.6071436116252656,0.6131705140277626,0.0010710286387382029,deep_big,120,32,48,64,5,29507,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,edge,closure,0.7230312751321232,0.7230312751321232,-0.00012228573069861248,deep_big,120,32,48,64,5,73331,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,path2,closure,0.5461566464308949,0.5461566464308949,-0.03425417282665377,jaccard,120,32,48,64,5,73331,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,comm,closure,0.6131705140277626,0.6131705140277626,0.0010710286387382029,deep_big,120,32,48,64,5,73331,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,edge,closure_no_tri,0.7230575741038603,0.7230312751321232,-0.00012228573069861248,deep_big,120,32,48,64,5,67187,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,path2,closure_no_tri,0.5376744080734539,0.5461566464308949,-0.03425417282665377,jaccard,120,32,48,64,5,67187,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,comm,closure_no_tri,0.6123239638603762,0.6131705140277626,0.0010710286387382029,deep_big,120,32,48,64,5,67187,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,edge,closure_no_mem,0.7188297944910386,0.7230312751321232,-0.00012228573069861248,deep_big,120,32,48,64,5,60275,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,path2,closure_no_mem,0.551685570776239,0.5461566464308949,-0.03425417282665377,jaccard,120,32,48,64,5,60275,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,comm,closure_no_mem,0.6159273661419737,0.6131705140277626,0.0010710286387382029,deep_big,120,32,48,64,5,60275,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,edge,closure_i1,0.7233305987189798,0.7230312751321232,-0.00012228573069861248,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,path2,closure_i1,0.5437856961799044,0.5461566464308949,-0.03425417282665377,jaccard,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,comm,closure_i1,0.6139263761698316,0.6131705140277626,0.0010710286387382029,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,edge,closure_i2,0.722998908547794,0.7230312751321232,-0.00012228573069861248,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,path2,closure_i2,0.5455201271326131,0.5461566464308949,-0.03425417282665377,jaccard,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,comm,closure_i2,0.6142355695223953,0.6131705140277626,0.0010710286387382029,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,edge,closure_i3,0.7229893583409926,0.7230312751321232,-0.00012228573069861248,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,path2,closure_i3,0.5459443283367228,0.5461566464308949,-0.03425417282665377,jaccard,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,comm,closure_i3,0.6141374849088315,0.6131705140277626,0.0010710286387382029,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,edge,closure_i5,0.7230312751321232,0.7230312751321232,-0.00012228573069861248,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,path2,closure_i5,0.5461566464308949,0.5461566464308949,-0.03425417282665377,jaccard,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,florentine,0,florentine,OOD,comm,closure_i5,0.6131705140277626,0.6131705140277626,0.0010710286387382029,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,edge,raw,0.8450391067139662,0.8260659552540642,-0.04766573241297822,gcn,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,path2,raw,0.7257671716536752,0.6668961063673087,-0.16446388685216684,jaccard,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,comm,raw,0.5764855654174391,0.6770510857831882,0.06285096025069659,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,edge,cn,0.36741786757011263,0.8260659552540642,-0.04766573241297822,gcn,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,path2,cn,0.8089081166086507,0.6668961063673087,-0.16446388685216684,jaccard,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,comm,cn,0.5515401847020049,0.6770510857831882,0.06285096025069659,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,edge,jaccard,0.32514867889747195,0.8260659552540642,-0.04766573241297822,gcn,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,path2,jaccard,0.8313599932194755,0.6668961063673087,-0.16446388685216684,jaccard,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,comm,jaccard,0.5644630309896549,0.6770510857831882,0.06285096025069659,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,edge,spectral,0.37233247233823297,0.8260659552540642,-0.04766573241297822,gcn,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,path2,spectral,0.7626261157907971,0.6668961063673087,-0.16446388685216684,jaccard,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,comm,spectral,0.5764855654174391,0.6770510857831882,0.06285096025069659,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,edge,pair,0.8450391067139662,0.8260659552540642,-0.04766573241297822,gcn,120,32,48,64,5,4483,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,path2,pair,0.6073399914089348,0.6668961063673087,-0.16446388685216684,jaccard,120,32,48,64,5,4483,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,comm,pair,0.5989026881351277,0.6770510857831882,0.06285096025069659,deep_big,120,32,48,64,5,4483,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,edge,deep,0.834776116718077,0.8260659552540642,-0.04766573241297822,gcn,120,32,48,64,5,9347,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,path2,deep,0.5875416411087385,0.6668961063673087,-0.16446388685216684,jaccard,120,32,48,64,5,9347,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,comm,deep,0.606533940039438,0.6770510857831882,0.06285096025069659,deep_big,120,32,48,64,5,9347,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,edge,deep_big,0.8282315372923776,0.8260659552540642,-0.04766573241297822,gcn,120,32,48,64,5,51587,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,path2,deep_big,0.5751681999172651,0.6668961063673087,-0.16446388685216684,jaccard,120,32,48,64,5,51587,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,comm,deep_big,0.6142001255324916,0.6770510857831882,0.06285096025069659,deep_big,120,32,48,64,5,51587,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,edge,gcn,0.8737316876670425,0.8260659552540642,-0.04766573241297822,gcn,120,32,48,64,5,29507,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,path2,gcn,0.5444348215127608,0.6668961063673087,-0.16446388685216684,jaccard,120,32,48,64,5,29507,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,comm,gcn,0.5820078568221514,0.6770510857831882,0.06285096025069659,deep_big,120,32,48,64,5,29507,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,edge,closure,0.8260659552540642,0.8260659552540642,-0.04766573241297822,gcn,120,32,48,64,5,73331,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,path2,closure,0.6668961063673087,0.6668961063673087,-0.16446388685216684,jaccard,120,32,48,64,5,73331,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,comm,closure,0.6770510857831882,0.6770510857831882,0.06285096025069659,deep_big,120,32,48,64,5,73331,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,edge,closure_no_tri,0.8516268764784718,0.8260659552540642,-0.04766573241297822,gcn,120,32,48,64,5,67187,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,path2,closure_no_tri,0.5684620880978714,0.6668961063673087,-0.16446388685216684,jaccard,120,32,48,64,5,67187,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,comm,closure_no_tri,0.5925586605796684,0.6770510857831882,0.06285096025069659,deep_big,120,32,48,64,5,67187,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,edge,closure_no_mem,0.8077407911474581,0.8260659552540642,-0.04766573241297822,gcn,120,32,48,64,5,60275,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,path2,closure_no_mem,0.46312362214324165,0.6668961063673087,-0.16446388685216684,jaccard,120,32,48,64,5,60275,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,comm,closure_no_mem,0.6783970381001527,0.6770510857831882,0.06285096025069659,deep_big,120,32,48,64,5,60275,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,edge,closure_i1,0.8749670113936157,0.8260659552540642,-0.04766573241297822,gcn,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,path2,closure_i1,0.7775642254977841,0.6668961063673087,-0.16446388685216684,jaccard,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,comm,closure_i1,0.547412794993756,0.6770510857831882,0.06285096025069659,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,edge,closure_i2,0.8753361853745485,0.8260659552540642,-0.04766573241297822,gcn,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,path2,closure_i2,0.6683321375947178,0.6668961063673087,-0.16446388685216684,jaccard,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,comm,closure_i2,0.6328245081068188,0.6770510857831882,0.06285096025069659,deep_big,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
per_graph,davis,0,davis,IN,edge,closure_i3,0.8137051431451421,0.8260659552540642,-0.04766573241297822,gcn,120,32,48,64,5,-1,raw,0,1,16,2.0,0.2
