experiment,run,seed,split,corruption,task,model,auc,closure_auc,closure_delta_vs_best_nonclosure,best_nonclosure,steps,n,dim,hidden,iters,params,rel_mode,directed
per_graph,florentine,0,florentine,IN,path2,closure_i1,0.7408140258331184,0.7443666565445072,-0.004194324032668284,deep,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,IN,comm,closure_i1,0.7245630931105943,0.7339221851245779,0.004085564052113022,deep_big,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,IN,edge,closure_i2,0.866174118939568,0.8717826933019301,-0.004663857852711506,deep_big,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,IN,path2,closure_i2,0.7431988040039795,0.7443666565445072,-0.004194324032668284,deep,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,IN,comm,closure_i2,0.7288835653556152,0.7339221851245779,0.004085564052113022,deep_big,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,IN,edge,closure_i3,0.8696301449046415,0.8717826933019301,-0.004663857852711506,deep_big,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,IN,path2,closure_i3,0.7448326505759741,0.7443666565445072,-0.004194324032668284,deep,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,IN,comm,closure_i3,0.7312659984478871,0.7339221851245779,0.004085564052113022,deep_big,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,IN,edge,closure_i5,0.8717826933019301,0.8717826933019301,-0.004663857852711506,deep_big,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,IN,path2,closure_i5,0.7443666565445072,0.7443666565445072,-0.004194324032668284,deep,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,IN,comm,closure_i5,0.7339221851245779,0.7339221851245779,0.004085564052113022,deep_big,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,OOD,edge,raw,0.7056066176470588,0.7217887429630055,-0.003465612074908031,deep_big,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,OOD,path2,raw,0.5708546277194297,0.5816918249337725,0.0005815624743586989,gcn,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,OOD,comm,raw,0.5137299302358054,0.6205995355155434,0.0033980139255940234,deep_big,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,OOD,edge,cn,0.4793458467371324,0.7217887429630055,-0.003465612074908031,deep_big,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,OOD,path2,cn,0.5779164365065875,0.5816918249337725,0.0005815624743586989,gcn,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,OOD,comm,cn,0.5103047777490192,0.6205995355155434,0.0033980139255940234,deep_big,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,OOD,edge,jaccard,0.46411276424632353,0.7217887429630055,-0.003465612074908031,deep_big,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,OOD,path2,jaccard,0.5804108192575487,0.5816918249337725,0.0005815624743586989,gcn,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,OOD,comm,jaccard,0.5105369454793756,0.6205995355155434,0.0033980139255940234,deep_big,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,OOD,edge,spectral,0.469432373046875,0.7217887429630055,-0.003465612074908031,deep_big,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,OOD,path2,spectral,0.5799155324719852,0.5816918249337725,0.0005815624743586989,gcn,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,OOD,comm,spectral,0.5137299302358054,0.6205995355155434,0.0033980139255940234,deep_big,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,OOD,edge,pair,0.711808256261489,0.7217887429630055,-0.003465612074908031,deep_big,120,32,48,64,5,4931,full,0
per_graph,florentine,0,florentine,OOD,path2,pair,0.5743052202870053,0.5816918249337725,0.0005815624743586989,gcn,120,32,48,64,5,4931,full,0
per_graph,florentine,0,florentine,OOD,comm,pair,0.6078971723109198,0.6205995355155434,0.0033980139255940234,deep_big,120,32,48,64,5,4931,full,0
per_graph,florentine,0,florentine,OOD,edge,deep,0.7055141493853401,0.7217887429630055,-0.003465612074908031,deep_big,120,32,48,64,5,12035,full,0
per_graph,florentine,0,florentine,OOD,path2,deep,0.5773147960757279,0.5816918249337725,0.0005815624743586989,gcn,120,32,48,64,5,12035,full,0
per_graph,florentine,0,florentine,OOD,comm,deep,0.5926157810839758,0.6205995355155434,0.0033980139255940234,deep_big,120,32,48,64,5,12035,full,0
per_graph,florentine,0,florentine,OOD,edge,deep_big,0.7252543550379136,0.7217887429630055,-0.003465612074908031,deep_big,120,32,48,64,5,56963,full,0
per_graph,florentine,0,florentine,OOD,path2,deep_big,0.5785149977069464,0.5816918249337725,0.0005815624743586989,gcn,120,32,48,64,5,56963,full,0
per_graph,florentine,0,florentine,OOD,comm,deep_big,0.6172015215899493,0.6205995355155434,0.0033980139255940234,deep_big,120,32,48,64,5,56963,full,0
per_graph,florentine,0,florentine,OOD,edge,gcn,0.7032324398265165,0.7217887429630055,-0.003465612074908031,deep_big,120,32,48,64,5,31747,full,0
per_graph,florentine,0,florentine,OOD,path2,gcn,0.5811102624594138,0.5816918249337725,0.0005815624743586989,gcn,120,32,48,64,5,31747,full,0
per_graph,florentine,0,florentine,OOD,comm,gcn,0.5829663995877492,0.6205995355155434,0.0033980139255940234,deep_big,120,32,48,64,5,31747,full,0
per_graph,florentine,0,florentine,OOD,edge,closure,0.7217887429630055,0.7217887429630055,-0.003465612074908031,deep_big,120,32,48,64,5,60611,full,0
per_graph,florentine,0,florentine,OOD,path2,closure,0.5816918249337725,0.5816918249337725,0.0005815624743586989,gcn,120,32,48,64,5,60611,full,0
per_graph,florentine,0,florentine,OOD,comm,closure,0.6205995355155434,0.6205995355155434,0.0033980139255940234,deep_big,120,32,48,64,5,60611,full,0
per_graph,florentine,0,florentine,OOD,edge,closure_i1,0.7168091538373162,0.7217887429630055,-0.003465612074908031,deep_big,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,OOD,path2,closure_i1,0.5762372828925004,0.5816918249337725,0.0005815624743586989,gcn,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,OOD,comm,closure_i1,0.6178915860243434,0.6205995355155434,0.0033980139255940234,deep_big,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,OOD,edge,closure_i2,0.720787945915671,0.7217887429630055,-0.003465612074908031,deep_big,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,OOD,path2,closure_i2,0.5762868825421688,0.5816918249337725,0.0005815624743586989,gcn,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,OOD,comm,closure_i2,0.6196523332138527,0.6205995355155434,0.0033980139255940234,deep_big,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,OOD,edge,closure_i3,0.722675547880285,0.7217887429630055,-0.003465612074908031,deep_big,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,OOD,path2,closure_i3,0.5774953259799325,0.5816918249337725,0.0005815624743586989,gcn,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,OOD,comm,closure_i3,0.6201379804270312,0.6205995355155434,0.0033980139255940234,deep_big,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,OOD,edge,closure_i5,0.7217887429630055,0.7217887429630055,-0.003465612074908031,deep_big,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,OOD,path2,closure_i5,0.5816918249337725,0.5816918249337725,0.0005815624743586989,gcn,120,32,48,64,5,-1,full,0
per_graph,florentine,0,florentine,OOD,comm,closure_i5,0.6205995355155434,0.6205995355155434,0.0033980139255940234,deep_big,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,IN,edge,raw,0.8450391067139662,0.9067967628138005,0.006188886997513743,deep,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,IN,path2,raw,0.7257671716536752,0.8823014816068042,0.029025507712641785,deep_big,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,IN,comm,raw,0.5764855654174391,0.6909781880925713,0.014153934832535131,deep_big,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,IN,edge,cn,0.36741786757011263,0.9067967628138005,0.006188886997513743,deep,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,IN,path2,cn,0.8089081166086507,0.8823014816068042,0.029025507712641785,deep_big,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,IN,comm,cn,0.5515401847020049,0.6909781880925713,0.014153934832535131,deep_big,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,IN,edge,jaccard,0.32514867889747195,0.9067967628138005,0.006188886997513743,deep,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,IN,path2,jaccard,0.8313599932194755,0.8823014816068042,0.029025507712641785,deep_big,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,IN,comm,jaccard,0.5644630309896549,0.6909781880925713,0.014153934832535131,deep_big,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,IN,edge,spectral,0.37233247233823297,0.9067967628138005,0.006188886997513743,deep,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,IN,path2,spectral,0.7626261157907971,0.8823014816068042,0.029025507712641785,deep_big,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,IN,comm,spectral,0.5764855654174391,0.6909781880925713,0.014153934832535131,deep_big,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,IN,edge,pair,0.8757829814890142,0.9067967628138005,0.006188886997513743,deep,120,32,48,64,5,4931,full,0
per_graph,davis,0,davis,IN,path2,pair,0.8475436303913518,0.8823014816068042,0.029025507712641785,deep_big,120,32,48,64,5,4931,full,0
per_graph,davis,0,davis,IN,comm,pair,0.6472203691331151,0.6909781880925713,0.014153934832535131,deep_big,120,32,48,64,5,4931,full,0
per_graph,davis,0,davis,IN,edge,deep,0.9006078758162868,0.9067967628138005,0.006188886997513743,deep,120,32,48,64,5,12035,full,0
per_graph,davis,0,davis,IN,path2,deep,0.8460203558768583,0.8823014816068042,0.029025507712641785,deep_big,120,32,48,64,5,12035,full,0
per_graph,davis,0,davis,IN,comm,deep,0.6479530798955615,0.6909781880925713,0.014153934832535131,deep_big,120,32,48,64,5,12035,full,0
per_graph,davis,0,davis,IN,edge,deep_big,0.8999908011697397,0.9067967628138005,0.006188886997513743,deep,120,32,48,64,5,56963,full,0
per_graph,davis,0,davis,IN,path2,deep_big,0.8532759738941624,0.8823014816068042,0.029025507712641785,deep_big,120,32,48,64,5,56963,full,0
per_graph,davis,0,davis,IN,comm,deep_big,0.6768242532600361,0.6909781880925713,0.014153934832535131,deep_big,120,32,48,64,5,56963,full,0
per_graph,davis,0,davis,IN,edge,gcn,0.887098719670028,0.9067967628138005,0.006188886997513743,deep,120,32,48,64,5,31747,full,0
per_graph,davis,0,davis,IN,path2,gcn,0.8253825795729417,0.8823014816068042,0.029025507712641785,deep_big,120,32,48,64,5,31747,full,0
per_graph,davis,0,davis,IN,comm,gcn,0.5171869099320242,0.6909781880925713,0.014153934832535131,deep_big,120,32,48,64,5,31747,full,0
per_graph,davis,0,davis,IN,edge,closure,0.9067967628138005,0.9067967628138005,0.006188886997513743,deep,120,32,48,64,5,60611,full,0
per_graph,davis,0,davis,IN,path2,closure,0.8823014816068042,0.8823014816068042,0.029025507712641785,deep_big,120,32,48,64,5,60611,full,0
per_graph,davis,0,davis,IN,comm,closure,0.6909781880925713,0.6909781880925713,0.014153934832535131,deep_big,120,32,48,64,5,60611,full,0
per_graph,davis,0,davis,IN,edge,closure_i1,0.8980671709628982,0.9067967628138005,0.006188886997513743,deep,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,IN,path2,closure_i1,0.853344441619226,0.8823014816068042,0.029025507712641785,deep_big,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,IN,comm,closure_i1,0.6812862048052633,0.6909781880925713,0.014153934832535131,deep_big,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,IN,edge,closure_i2,0.9017165991522996,0.9067967628138005,0.006188886997513743,deep,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,IN,path2,closure_i2,0.8622796401165426,0.8823014816068042,0.029025507712641785,deep_big,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,IN,comm,closure_i2,0.6860624049856452,0.6909781880925713,0.014153934832535131,deep_big,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,IN,edge,closure_i3,0.9048450767896842,0.9067967628138005,0.006188886997513743,deep,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,IN,path2,closure_i3,0.870509521136509,0.8823014816068042,0.029025507712641785,deep_big,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,IN,comm,closure_i3,0.692705177363705,0.6909781880925713,0.014153934832535131,deep_big,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,IN,edge,closure_i5,0.9067967628138005,0.9067967628138005,0.006188886997513743,deep,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,IN,path2,closure_i5,0.8823014816068042,0.8823014816068042,0.029025507712641785,deep_big,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,IN,comm,closure_i5,0.6909781880925713,0.6909781880925713,0.014153934832535131,deep_big,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,OOD,edge,raw,0.6967435227617813,0.7284116910070841,-0.0013982869029174338,deep,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,OOD,path2,raw,0.5542881988098232,0.6523061743207035,0.008075871482377872,deep_big,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,OOD,comm,raw,0.5147464468967431,0.582955404294014,0.006979855414571023,pair,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,OOD,edge,cn,0.4792984885401713,0.7284116910070841,-0.0013982869029174338,deep,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,OOD,path2,cn,0.6106628433315785,0.6523061743207035,0.008075871482377872,deep_big,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,OOD,comm,cn,0.5137873696307389,0.582955404294014,0.006979855414571023,pair,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,OOD,edge,jaccard,0.43697819431887197,0.7284116910070841,-0.0013982869029174338,deep,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,OOD,path2,jaccard,0.6237703342068456,0.6523061743207035,0.008075871482377872,deep_big,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,OOD,comm,jaccard,0.5174362292975545,0.582955404294014,0.006979855414571023,pair,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,OOD,edge,spectral,0.4412485422871001,0.7284116910070841,-0.0013982869029174338,deep,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,OOD,path2,spectral,0.6085360390114252,0.6523061743207035,0.008075871482377872,deep_big,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,OOD,comm,spectral,0.5147464468967431,0.582955404294014,0.006979855414571023,pair,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,OOD,edge,pair,0.7064884443698798,0.7284116910070841,-0.0013982869029174338,deep,120,32,48,64,5,4931,full,0
per_graph,davis,0,davis,OOD,path2,pair,0.6393302991018343,0.6523061743207035,0.008075871482377872,deep_big,120,32,48,64,5,4931,full,0
per_graph,davis,0,davis,OOD,comm,pair,0.575975548879443,0.582955404294014,0.006979855414571023,pair,120,32,48,64,5,4931,full,0
per_graph,davis,0,davis,OOD,edge,deep,0.7298099779100016,0.7284116910070841,-0.0013982869029174338,deep,120,32,48,64,5,12035,full,0
per_graph,davis,0,davis,OOD,path2,deep,0.6392094458091709,0.6523061743207035,0.008075871482377872,deep_big,120,32,48,64,5,12035,full,0
per_graph,davis,0,davis,OOD,comm,deep,0.5593081625086543,0.582955404294014,0.006979855414571023,pair,120,32,48,64,5,12035,full,0
per_graph,davis,0,davis,OOD,edge,deep_big,0.7250956637570463,0.7284116910070841,-0.0013982869029174338,deep,120,32,48,64,5,56963,full,0
per_graph,davis,0,davis,OOD,path2,deep_big,0.6442303028383256,0.6523061743207035,0.008075871482377872,deep_big,120,32,48,64,5,56963,full,0
per_graph,davis,0,davis,OOD,comm,deep_big,0.5730820471863055,0.582955404294014,0.006979855414571023,pair,120,32,48,64,5,56963,full,0
per_graph,davis,0,davis,OOD,edge,gcn,0.7209244256740581,0.7284116910070841,-0.0013982869029174338,deep,120,32,48,64,5,31747,full,0
per_graph,davis,0,davis,OOD,path2,gcn,0.6270260474576144,0.6523061743207035,0.008075871482377872,deep_big,120,32,48,64,5,31747,full,0
per_graph,davis,0,davis,OOD,comm,gcn,0.5326168131197502,0.582955404294014,0.006979855414571023,pair,120,32,48,64,5,31747,full,0
per_graph,davis,0,davis,OOD,edge,closure,0.7284116910070841,0.7284116910070841,-0.0013982869029174338,deep,120,32,48,64,5,60611,full,0
per_graph,davis,0,davis,OOD,path2,closure,0.6523061743207035,0.6523061743207035,0.008075871482377872,deep_big,120,32,48,64,5,60611,full,0
per_graph,davis,0,davis,OOD,comm,closure,0.582955404294014,0.582955404294014,0.006979855414571023,pair,120,32,48,64,5,60611,full,0
per_graph,davis,0,davis,OOD,edge,closure_i1,0.7226068100575018,0.7284116910070841,-0.0013982869029174338,deep,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,OOD,path2,closure_i1,0.6417301624641166,0.6523061743207035,0.008075871482377872,deep_big,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,OOD,comm,closure_i1,0.5749747053057481,0.582955404294014,0.006979855414571023,pair,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,OOD,edge,closure_i2,0.7250128181747547,0.7284116910070841,-0.0013982869029174338,deep,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,OOD,path2,closure_i2,0.6440636678070127,0.6523061743207035,0.008075871482377872,deep_big,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,OOD,comm,closure_i2,0.5763741191223866,0.582955404294014,0.006979855414571023,pair,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,OOD,edge,closure_i3,0.7269370061111251,0.7284116910070841,-0.0013982869029174338,deep,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,OOD,path2,closure_i3,0.6474319786690135,0.6523061743207035,0.008075871482377872,deep_big,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,OOD,comm,closure_i3,0.5792261981553759,0.582955404294014,0.006979855414571023,pair,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,OOD,edge,closure_i5,0.7284116910070841,0.7284116910070841,-0.0013982869029174338,deep,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,OOD,path2,closure_i5,0.6523061743207035,0.6523061743207035,0.008075871482377872,deep_big,120,32,48,64,5,-1,full,0
per_graph,davis,0,davis,OOD,comm,closure_i5,0.582955404294014,0.582955404294014,0.006979855414571023,pair,120,32,48,64,5,-1,full,0
