experiment,run,seed,split,corruption,task,model,auc,closure_auc,closure_delta_vs_best_nonclosure,best_nonclosure,steps,n,dim,hidden,iters,params,rel_mode,directed
per_graph,karate,0,karate,IN,edge,raw,0.8393783810150205,0.8210399001076262,-0.09322188112673746,deep_big,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,IN,path2,raw,0.704447974669277,0.572506684090784,-0.1705019113322307,jaccard,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,IN,comm,raw,0.6185354586587508,0.6861007682241062,0.04826998785419567,jaccard,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,IN,edge,cn,0.6501864023010571,0.8210399001076262,-0.09322188112673746,deep_big,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,IN,path2,cn,0.7392833518972,0.572506684090784,-0.1705019113322307,jaccard,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,IN,comm,cn,0.6176077729529525,0.6861007682241062,0.04826998785419567,jaccard,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,IN,edge,jaccard,0.5538172544663228,0.8210399001076262,-0.09322188112673746,deep_big,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,IN,path2,jaccard,0.7430085954230147,0.572506684090784,-0.1705019113322307,jaccard,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,IN,comm,jaccard,0.6378307803699105,0.6861007682241062,0.04826998785419567,jaccard,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,IN,edge,spectral,0.5577744542384829,0.8210399001076262,-0.09322188112673746,deep_big,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,IN,path2,spectral,0.711215953130308,0.572506684090784,-0.1705019113322307,jaccard,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,IN,comm,spectral,0.6185354586587508,0.6861007682241062,0.04826998785419567,jaccard,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,IN,edge,pair,0.8393783810150205,0.8210399001076262,-0.09322188112673746,deep_big,120,32,48,64,5,4483,raw,0
per_graph,karate,0,karate,IN,path2,pair,0.5507034372514114,0.572506684090784,-0.1705019113322307,jaccard,120,32,48,64,5,4483,raw,0
per_graph,karate,0,karate,IN,comm,pair,0.5907872518921774,0.6861007682241062,0.04826998785419567,jaccard,120,32,48,64,5,4483,raw,0
per_graph,karate,0,karate,IN,edge,deep,0.901318553570698,0.8210399001076262,-0.09322188112673746,deep_big,120,32,48,64,5,9347,raw,0
per_graph,karate,0,karate,IN,path2,deep,0.602093989432262,0.572506684090784,-0.1705019113322307,jaccard,120,32,48,64,5,9347,raw,0
per_graph,karate,0,karate,IN,comm,deep,0.563114780848008,0.6861007682241062,0.04826998785419567,jaccard,120,32,48,64,5,9347,raw,0
per_graph,karate,0,karate,IN,edge,deep_big,0.9142617812343636,0.8210399001076262,-0.09322188112673746,deep_big,120,32,48,64,5,51587,raw,0
per_graph,karate,0,karate,IN,path2,deep_big,0.6015274223850272,0.572506684090784,-0.1705019113322307,jaccard,120,32,48,64,5,51587,raw,0
per_graph,karate,0,karate,IN,comm,deep_big,0.5639187678516242,0.6861007682241062,0.04826998785419567,jaccard,120,32,48,64,5,51587,raw,0
per_graph,karate,0,karate,IN,edge,gcn,0.87640566142016,0.8210399001076262,-0.09322188112673746,deep_big,120,32,48,64,5,29507,raw,0
per_graph,karate,0,karate,IN,path2,gcn,0.596983096242605,0.572506684090784,-0.1705019113322307,jaccard,120,32,48,64,5,29507,raw,0
per_graph,karate,0,karate,IN,comm,gcn,0.5547867478995312,0.6861007682241062,0.04826998785419567,jaccard,120,32,48,64,5,29507,raw,0
per_graph,karate,0,karate,IN,edge,closure,0.8210399001076262,0.8210399001076262,-0.09322188112673746,deep_big,120,32,48,64,5,60275,raw,0
per_graph,karate,0,karate,IN,path2,closure,0.572506684090784,0.572506684090784,-0.1705019113322307,jaccard,120,32,48,64,5,60275,raw,0
per_graph,karate,0,karate,IN,comm,closure,0.6861007682241062,0.6861007682241062,0.04826998785419567,jaccard,120,32,48,64,5,60275,raw,0
per_graph,karate,0,karate,IN,edge,closure_no_tri,0.882022595368619,0.8210399001076262,-0.09322188112673746,deep_big,120,32,48,64,5,54131,raw,0
per_graph,karate,0,karate,IN,path2,closure_no_tri,0.5995126277740401,0.572506684090784,-0.1705019113322307,jaccard,120,32,48,64,5,54131,raw,0
per_graph,karate,0,karate,IN,comm,closure_no_tri,0.5518614324405038,0.6861007682241062,0.04826998785419567,jaccard,120,32,48,64,5,54131,raw,0
per_graph,karate,0,karate,IN,edge,closure_i1,0.8492110414234328,0.8210399001076262,-0.09322188112673746,deep_big,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,IN,path2,closure_i1,0.630604986576035,0.572506684090784,-0.1705019113322307,jaccard,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,IN,comm,closure_i1,0.5389327941580727,0.6861007682241062,0.04826998785419567,jaccard,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,IN,edge,closure_i2,0.8982583730768141,0.8210399001076262,-0.09322188112673746,deep_big,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,IN,path2,closure_i2,0.5786209955469792,0.572506684090784,-0.1705019113322307,jaccard,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,IN,comm,closure_i2,0.5299247471244884,0.6861007682241062,0.04826998785419567,jaccard,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,IN,edge,closure_i3,0.8319770283729903,0.8210399001076262,-0.09322188112673746,deep_big,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,IN,path2,closure_i3,0.4599346694324108,0.572506684090784,-0.1705019113322307,jaccard,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,IN,comm,closure_i3,0.6807133022509597,0.6861007682241062,0.04826998785419567,jaccard,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,IN,edge,closure_i5,0.8210399001076262,0.8210399001076262,-0.09322188112673746,deep_big,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,IN,path2,closure_i5,0.572506684090784,0.572506684090784,-0.1705019113322307,jaccard,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,IN,comm,closure_i5,0.6861007682241062,0.6861007682241062,0.04826998785419567,jaccard,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,OOD,edge,raw,0.6894616638064717,0.6731766789238947,-0.10084773341041031,deep_big,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,OOD,path2,raw,0.5549914371403111,0.527231669745591,-0.0600923768535675,cn,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,OOD,comm,raw,0.5321945589348888,0.5856520176866615,0.03418262295779351,pair,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,OOD,edge,cn,0.5984936446968522,0.6731766789238947,-0.10084773341041031,deep_big,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,OOD,path2,cn,0.5873240465991585,0.527231669745591,-0.0600923768535675,cn,120,32,48,64,5,-1,raw,0
per_graph,karate,0,karate,OOD,comm,cn,0.5319972700016168,0.5856520176866615,0.03418262295779351,pair,120,32,48,64,5,-1,raw,0
